Term	Notes	English	Dutch	French	Italian	German	Spanish	Brazilian Portuguese	Polish	Chinese (Simplified)	Chinese (Traditional)	Japanese	Korean
label_update_text_spirit		Thanks for purchasing the Cursed Worlds DLC!##Travel to three different worlds where villagers are haunted by tricky curses! Build up their village, then use new cards and card packs to lift the curse!##<i>DLC content is accessible after having completed the game's first boss fight.</i>	Bedankt dat je de DLC Cursed Worlds hebt gekocht!##Reis naar drie verschillende werelden, waar de dorpelingen worden vervloekt! Bouw een nieuw dorp en gebruik de nieuwe kaarten en pakjes om de vloeken te verbreken.##<i>Je kunt de DLC spelen zodra je de eerste baas van de game hebt verslagen.</i>	Merci d'avoir acheté le DLC Cursed Worlds !##Vous allez pouvoir voyager dans trois nouveaux mondes dont les villageois sont hantés par de sordides malédictions. Améliorez leur village, puis utilisez les cartes des nouveaux packs pour lever la malédiction !##<i>Le contenu du DLC est accessible après avoir affronté le premier boss.	Grazie per aver acquistato il DLC Cursed Worlds!##Viaggia in tre mondi diversi in cui gli abitanti sono perseguitati da maledizioni insidiose. Costruisci il loro villaggio, poi usa nuove carte e pacchetti di carte per spezzare la maledizione!##<i>Il contenuto del DLC è accessibile dopo aver completato il primo combattimento con il boss del gioco.</i>	Danke, dass du den „Cursed Worlds“-DLC erworben hast!##Reise in drei verschiedene Welten, in denen die Dorfbewohner von komplizierten Flüchen heimgesucht werden. Baue ihr Dorf auf, dann benutze neue Karten und Kartenpakete, um den Fluch zu brechen!##<i>Du hast Zugriff auf den DLC-Inhalt, nachdem du den ersten Bosskampf des Spiels abgeschlossen hast.</i>	¡Gracias por comprar el DLC: Cursed Worlds!##Viaja a tres mundos diferentes en los que los aldeanos está embrujados con unas peliagudas maldiciones. ¡Fortalece su aldea y usa nuevas cartas y paquetes de cartas para eliminar la maldición!##<i>El contenido del DLC estará disponible una vez se haya completado el primer combate de jefe del juego.</i>		Dziękujemy za zakup rozszerzenia Cursed Worlds!##Podróżuj do trzech różnych światów, w których Wieśniaków dręczą różne klątwy. Zbuduj wioskę, a potem użyj nowych kart i Pakietów, aby zdjąć klątwę!##<i>Zawartość z rozszerzenia jest dostępna po pokonaniu pierwszego bossa.</i>	感谢您购买“Cursed Worlds DLC”！##前往三个不同的世界，在那里村民们被麻烦的诅咒困扰着。建设他们的村庄，然后使用新的卡牌和卡包来解除诅咒！##<i>需要先完成游戏的第一场BOSS战才能访问DLC内容。</i>	感謝購買被詛咒的世界DLC！##前往三個不同的世界，那裡的村民受到棘手詛咒的困擾。建設他們的村莊，然後使用新的卡片和牌組來解除詛咒！##<i>在完成遊戲的第一個頭目戰後，即可進入DLC內容。</i>	DLC『Cursed Worlds』をご購入いただきありがとうございます！##厄介な呪いに悩む村人が住まう、様々な世界を行き来しましょう。村を作って、新しいカードとカードパックを駆使し、呪いを解いてください！##<i>本編の最初のボス戦をクリアすると、DLCコンテンツを遊べるようになります。</i>	Cursed Worlds DLC를 구매해주셔서 감사합니다!##주민들이 까다로운 저주에 시달리고 있는 세 가지 세계로 여행하세요. 주민의 마을을 건설하고, 새로운 카드와 카드 팩을 이용해 저주를 풀어주세요!##<i>DLC 콘텐츠는 게임의 첫 번째 보스 전투를 완료한 이후 이용 가능합니다.</i>
label_update_text_spirit_locked		We've just released the first Stacklands DLC! Travel to three different worlds, where villagers are haunted by tricky curses! Build up their village, then use new cards and card packs to lift the curse!##• 130+ new cards#• 50+ new quests#• 15 new card packs#• 3-5 hours of playtime 	We hebben net de eerste DLC voor Stacklands uitgebracht! Reis naar drie verschillende werelden, waar de Dorpelingen worden vervloekt! Bouw een nieuw dorp en gebruik de nieuwe kaarten en pakjes om de vloeken te verbreken.## • 130+ nieuwe kaarten#• 50+ nieuwe opdrachten#• 15 nieuwe pakjes#• 3-5 uren speeltijd 	Nous venons de sortir le premier DLC de Stacklands ! Vous allez pouvoir voyager dans trois nouveaux mondes dont les villageois sont hantés par de sordides malédictions. Améliorez leur village, puis utilisez les cartes des nouveaux packs pour lever la malédiction !##130+ nouvelles cartes#• 50+ nouvelles quêtes#• 15 nouveaux packs#• 3-5 heures de jeu	Abbiamo appena pubblicato il primo DLC per Stacklands! Viaggia in tre mondi diversi in cui gli abitanti sono perseguitati da maledizioni insidiose. Costruisci il loro villaggio, poi usa nuove carte e pacchetti di carte per spezzare la maledizione! ##• Oltre 130 carte nuove#• Più di 50 nuove Missioni#• 15 nuovi pacchetti di carte#• 3-5 ore di gioco 	Wir haben gerade den ersten Stacklands-DLC veröffentlicht! Reise in drei verschiedene Welten, in denen die Dorfbewohner von komplizierten Flüchen heimgesucht werden. Baue ihr Dorf auf, dann benutze neue Karten und Kartenpakete, um den Fluch zu brechen!##• Über 130 neue Karten#• Über 50 neue Quests#• 15 neue Kartenpakete#• 3 – 5 Stunden Spielzeit 	¡Acabamos de lanzar el primer DLC de Stacklands! Viaja a tres mundos diferentes en los que los aldeanos está embrujados con unas peliagudas maldiciones. ¡Fortalece su aldea y usa nuevas cartas y paquetes de cartas para eliminar la maldición!##• Más de 130 cartas nuevas#• Más de 50 misiones nuevas#• 15 paquetes de cartas nuevos#• Entre 3 y 5 horas de juego 		Właśnie opublikowaliśmy pierwsze rozszerzenie Stacklands! Podróżuj do trzech różnych światów, w których Wieśniaków dręczą różne klątwy. Zbuduj wioskę, a potem użyj nowych kart i Pakietów, aby zdjąć klątwę!##• Ponad 130 nowych kart#• Ponad 50 nowych zadań#• 15 nowych Pakietów kart#• 3–5 godzin rozgrywki 	我们刚刚发布了《Stacklands》的第一个DLC！前往三个不同的世界，在那里村民们被麻烦的诅咒困扰着。建设他们的村庄，然后使用新的卡牌和卡包来解除诅咒！##•130多张新卡牌#•50多个新任务#•15个新卡包#•3-5 小时的游戏时间 	我們正發布了Stacklands的第一個DLC！前往三個不同的世界，那裡的村民受到棘手詛咒的困擾。建設他們的村莊，然後使用新的卡片和牌組來解除詛咒！##•130張以上新卡片#•50個以上新任務#•15個新牌組！#•3-5小時的遊戲時間 	『Stacklands』初のDLCをリリースしました！##厄介な呪いに悩む村人たちが住む様々な世界を行き来しましょう。村を作って、新しいカードとカードパックを駆使し、呪いを解いてください！##• 新規カード130種類以上#• 新規クエスト50種類以上#• 新規カードパック15個#• プレイは3～5時間 	방금 Stacklands의 첫 번째 DLC가 출시되었습니다! 주민들이 까다로운 저주에 시달리고 있는 세 가지 세계로 여행하세요. 주민의 마을을 건설하고, 새로운 카드와 카드 팩을 이용해 저주를 풀어주세요!##• 새로운 카드 130개 이상#• 새로운 퀘스트 50가지 이상#• 새로운 카드 팩 15개#• 플레이 시간 3-5시간 
label_update_title_spirit		The Cursed Worlds	The Cursed Worlds	Cursed Worlds	Cursed Worlds	The Cursed Worlds	Cursed Worlds		Cursed Worlds	被诅咒的世界	被詛咒的世界	Cursed Worlds	The Cursed Worlds
label_villager_age_birthday		Some villagers grew older	Sommige Dorpelingen zijn ouder geworden	Des Villageois ont vieilli	Alcuni Abitanti sono invecchiati	Einige Dorfbewohner sind älter geworden.	Algunos aldeanos han envejecido		Niektórzy Wieśniacy się zestarzeli	有些村民变老了	一些村民變老了	歳を取った村人がいる	일부 주민이 나이를 먹었습니다
label_villager_age_description		<one>Age: 1 Moon<other>Age: [age] Moons	<one>Leeftijd: 1 Maan<other>Leeftijd: [age] Manen	<one>Âge : 1 Lune<other>Âge : [age] Lunes	<one>Età: 1 Luna<other>Età: [age] Lune	<one>Alter: 1 Mond<other>Alter: [age] Monde	<one>Edad: 1 luna<other>Edad: [age] lunas		<one>Wiek (w miesiącach): 1<other>Wiek (w miesiącach): [age]	<one>年龄：1月亮年<other>年龄[age]月亮年	<one>年齡：1月<other>年齡: [age]月	<one>月齢：1<other>月齢：[age]	<one>나이: 1달<other>나이: [age]달
label_villager_food_poisoning		[villager] got food poisoning...	[villager] heeft voedselvergiftiging.	[villager] souffre d'intoxication alimentaire	[villager] ha un'intossicazione alimentare	[villager] hat eine Nahrungsmittelvergiftung.	[villager] se ha intoxicado con la comida...		[villager] cierpi na zatrucie...	[villager]食物中毒了……	[villager]食物中毒了…	[villager]が食中毒になった…	[villager]이(가) 식중독에 걸렸습니다..
label_villager_old		Old [villager]	Oude [villager]	[villager] (âgé)	Vecchio [villager]	Alter(r) [villager]	[villager] mayor		Stary [villager]	老[villager]	老[villager]	老いた[villager]	늙은 [villager]
label_villager_old_age_death		[villager] died of old age	[villager] is van ouderdom gestorven	Un villageois est mort de vieillesse ([villager])	[villager] è morto di vecchiaia	[villager] ist an Altersschwäche gestorben.	[villager] ha muerto de vejez		[villager] umiera ze starości	[villager]因年老而死	[villager]老死了	[villager]が寿命で亡くなった	[villager]이(가) 늙어 죽었습니다
label_villager_sick		[villager] got sick...	[villager] is ziek	Un villageois est tombé malade ([villager])	[villager] si è ammalato	[villager] ist krank geworden.	[villager] ha enfermado...		[villager] choruje...	[villager]生病了	[villager]生病了…	[villager]が病気になった…	[villager]이(가) 아픕니다..
label_villager_young		Young [villager]	Jonge [villager]	[villager] jeune	Giovane [villager]	Junge(r) [villager]	[villager] joven		Młody [villager]	青年[villager]	年輕的[villager]	若い[villager]	젊은 [villager]
label_wow		Wow!	Wow!	Wow !	Wow!	Wow!	¡Caramba!		Wow!	哇哦！	哇！	おお！	우와!
pack_death_animals_text		Animal Lives	Dierenlevens	Vie animale	Vite animali	Tierleben	Vida animal		Zwierzęce Życie	动物生命	動物的生命	動物の生活	동물의 삶
pack_death_basic_text		Daily Life	Dagelijks leven	Vie quotidienne	Vita quotidiana	Tägliches Leben	Vida cotidiana		Codzienne Życie	日常生活	日常生活	日常生活	일상 생활
pack_death_ideas_1_text		Wisdom of Life	Levenswijsheid	Grande sagesse	Saggezza della vita	Weisheit des Lebens	Sabiduría de vida		Życiowa Mądrość	生活智慧	生命的智慧	暮らしの知恵	삶의 지혜
pack_death_ideas_2_text		Deep Thoughts	Diepe gedachtes	Pensées profondes	Pensieri profondi	Tiefgründige Gedanken	Pensamientos profundos		Głębokie Myśli	深刻思考	深度思考	深い思考	깊은 생각
pack_death_intro_text		Life Is Short	Het leven is kort	La vie est courte	La vita è breve	Das Leben ist kurz	La vida es corta		Życie Jest Krótkie	人生短暂	浮生一日	命短し	삶은 짧다
pack_death_locations_text		The End	Het einde	La fin	Fine	Das Ende	El fin		Koniec	结束	盡頭	ジ・エンド	끝
pack_greed_basic1_text		Pure Greed	Pure hebberigheid	Avarice	Pura avidità	Pure Habgier	Pura codicia		Czysta Chciwość	纯粹的贪婪	純粹的貪婪	無邪気な欲求	순수한 탐욕
pack_greed_food_creatures_text		Noble Creatures	Nobele wezens	Nobles créatures	Creature nobili	Edle Kreaturen	Criaturas nobles		Szlachetne Stworzenia	高贵的生物	高貴的生物	高貴な生き物	상류층 생명체
pack_greed_ideas1_text		Royal Inventor	Koninklijke uitvinder	Inventaire royal	Inventore reale	Königlicher Erfinder	Inventor real		Królewski Wynalazca	皇室发明家	王家發明家	王室付きの発明家	왕실 발명가
pack_greed_ideas2_text		Courtyard Contraptions	Hof-hebbedingetjes	Constructions royales	Marchingegni da cortile	Hofapparaturen	Artilugios de patio		Dynksy na Dziedzińcu	庭院装置	庭院裝置	中庭のカラクリ	안뜰 장치
pack_greed_intro_text		Greedy Intro	Hebberige intro	Intro à la Cupidité	Introduzione Avaro	Habgier-Intro	Introducción codiciosa		Wstęp do Chciwości	贪婪介绍	貪婪序曲	強欲の入り口	탐욕스러운 도입부
pack_greed_luxuries_text		Royal Luxuries	Koninklijke luxes	Luxe et volupté	Lussi reali	Königlicher Luxus	Lujos de la realeza		Królewskie Luksusy	皇室奢侈品	王家奢華	王族級の贅沢	왕실 사치품
pack_happiness_creatures_text		Happy Animals	Blije dieren	Animaux heureux	Animali felici	Glückliche Tiere	Animales felices		Szczęśliwe Zwierzęta	快乐的动物	快樂的動物們	幸福な動物	행복한 동물들
pack_happiness_food_text		Soul Food	Lekkere snacks	Nourriture réconfortante	Cibo per l'anima	Nahrung für die Seele	Comida para el alma		Dobre Jedzenie	灵魂食物	精神糧食	ソウルフード	소울 푸드
pack_happiness_ideas1_text		Happy Thoughts	Blije gedachtes	Pensées heureuses	Pensieri felici	Glückliche Gedanken	Pensamientos felices		Szczęśliwe Myśli	快乐思考	快樂思考	幸せな思考	행복한 생각
pack_happiness_ideas2_text		Happy Ever After	Leef nog lang en gelukkig	Bonheur éternel	Lieto fine	Glücklich bis an ihr Lebensende	Felices para siempre		Długo i Szczęśliwie	从此幸福快乐	幸福每一日	めでたしめでたし	행복한 결말
pack_happiness_intro_text		Happy Start	Goed begin	Heureux départ	Inizio felice	Glücklicher Start	Comienzo feliz		Radosne Początki	快乐的开始	快樂啟程	幸せな始まり	행복한 시작
pack_happiness1_text		Simple Life	Eenvoudig leven	Vie simple	Vita semplice	Einfaches Leben	Vida sencilla		Proste Życie	简单生活	簡樸日子	シンプルライフ	간소한 생활
quest_3_succesfull_demands_text		Successfully finish 3 demands	Voldoe aan 3 eisen	Satisfaire 3 Exigences	Completa con successo 3 Richieste	Beende 3 Forderungen erfolgreich	Completa 3 órdenes.		Spełnij 3 żądania	成功完成3个要求	成功完成3項要求	王様の願いを3回叶える	요구 3개를 성공적으로 완료하기
quest_5_succesfull_demands_text		Successfully finish 5 demands	Voldoe aan 5 eisen	Satisfaire 5 Exigences	Completa con successo 5 Richieste	Beende 5 Forderungen erfolgreich	Completa 5 órdenes.		Spełnij 5 żądań	成功完成5个要求	成功完成5項要求	王様の願いを5回叶える	요구 5개를 성공적으로 완료하기
quest_8_succesfull_demands_text		Successfully finish 8 demands	Voldoe aan 8 eisen	Satisfaire 8 Exigences	Completa con successo 8 Richieste	Beende 8 Forderungen erfolgreich	Completa 8 órdenes.		Spełnij 8 żądań	成功完成8个要求	成功完成8項要求	王様の願いを8回叶える	요구 8개를 성공적으로 완료하기
quest_create_altar_text		Talk to the Shaman to gain secret knowledge	Praat met de Sjamaan en krijg geheime kennis	Parler au Chaman pour découvrir ses secrets	Parla con lo Sciamano per ottenere delle informazioni segrete	Sprich mit dem Schamanen, um geheimes Wissen zu erhalten	Habla con el chamán para obtener conocimientos secretos.		Porozmawiaj z Szamanem, aby zyskać tajemną wiedzę	与萨满交谈，以获得秘密知识	告訴薩滿取得秘密知識	シャーマンと話して秘密の知識を手に入れる	샤먼과 대화해 비밀 지식 얻기
quest_death_befriend_cat_text		Befriend a Cat	Bevriend een Kat	Gagner la confiance d'un Chat	Fai amicizia con un Gatto	Freunde dich mit einer Katze an	Entabla amistad con un gato.		Zaprzyjaźnij się z Kotem	与一只猫交朋友	跟貓做朋友	ネコと友達になる	고양이와 친구 되기
quest_death_breed_cow_text		Breed a Cow	Fok een Koe	Élever une Vache	Alleva una Mucca	Züchte eine Kuh	Cría una vaca.		Wyhoduj Krowę	饲养一头牛	餵養母牛	ウシを繁殖させる	소 사육하기
quest_death_build_lumbercamp_text		Build a Lumber Camp	Bouw een Houthakkerskamp	Construire un Camp de bûcherons	Costruisci un Deposito di legname	Baue ein Holzfällerlager	Construye una serrería.		Zbuduj Obóz z Drewnem	修建一个伐木厂	建造一個木材廠	伐採場を建設する	벌목장 건설하기
quest_death_build_outhouse_text		Build an Outhouse	Bouw een Plee	Construire des Toilettes	Costruisci una Latrina	Baue ein Plumpsklo	Construye una letrina.		Zbuduj Wychodek	修建一个屋外厕所	建造一個外屋	屋外トレイを建設する	변소 건설하기
quest_death_create_fountain_of_youth_text		Build the Fountain of Youth	Maak een Bron der eeuwige jeugd	Fabriquer une Fontaine de jouvence	Costruisci la Fontana della giovinezza	Baue den Jungbrunnen	Construye la fuente de la juventud.		Zbuduj Zdrój Młodości	修建青春之泉	建造一個不老泉	若返りの泉を建造する	젊음의 분수 만들기
